NS.1480.001.IDT_i7_1---IDT_i5_1.353,DeerCreek_2012_North_353
NS.1480.001.IDT_i7_10---IDT_i5_10.244,LittleJameson_2010_Centre_244
NS.1480.001.IDT_i7_100---IDT_i5_100.83,Redwoods_2013_Centre_83
NS.1480.001.IDT_i7_101---IDT_i5_101.94,NFMFTule_2013_Centre_94
NS.1480.001.IDT_i7_102---IDT_i5_102.103,NFMFTule_2014_Centre_103
NS.1480.001.IDT_i7_103---IDT_i5_103.112,NFMFTule_2015_Centre_112
NS.1480.001.IDT_i7_104---IDT_i5_104.126,MillCreek_2011_South_126
NS.1480.001.IDT_i7_105---IDT_i5_105.137,MillCreek_2013_South_137
NS.1480.001.IDT_i7_106---IDT_i5_106.145,MillCreek_2016_South_145
NS.1480.001.IDT_i7_108---IDT_i5_108.154,RockCreek_2010_North_154
NS.1480.001.IDT_i7_109---IDT_i5_109.58,WFMojave_2015_South_58
NS.1480.001.IDT_i7_11---IDT_i5_11.257,LittleJameson_2013_Centre_257
NS.1480.001.IDT_i7_110---IDT_i5_110.111,NFMFTule_2015_Centre_111
NS.1480.001.IDT_i7_112---IDT_i5_112.84,Redwoods_2013_Centre_84
NS.1480.001.IDT_i7_118---IDT_i5_118.146,MillCreek_2016_South_146
NS.1480.001.IDT_i7_120---IDT_i5_120.155,RockCreek_2010_North_155
NS.1480.001.IDT_i7_121---IDT_i5_121.113,NFMFTule_2015_Centre_113a
NS.1480.001.IDT_i7_122---IDT_i5_122.116,NFMFTule_2016_Centre_116
NS.1480.001.IDT_i7_123---IDT_i5_123.77,Redwoods_2012_Centre_77
NS.1480.001.IDT_i7_124---IDT_i5_124.85,Redwoods_2014_Centre_85
NS.1480.001.IDT_i7_125---IDT_i5_125.96,NFMFTule_2013_Centre_96
NS.1480.001.IDT_i7_126---IDT_i5_126.105,NFMFTule_2014_Centre_105
NS.1480.001.IDT_i7_127---IDT_i5_127.115,NFMFTule_2016_Centre_115
NS.1480.001.IDT_i7_128---IDT_i5_128.129,MillCreek_2011_South_129
NS.1480.001.IDT_i7_129---IDT_i5_129.139,MillCreek_2015_South_139
NS.1480.001.IDT_i7_13---IDT_i5_13.354,DeerCreek_2012_North_354
NS.1480.001.IDT_i7_130---IDT_i5_130.147,MillCreek_2016_South_147
NS.1480.001.IDT_i7_131---IDT_i5_131.11,Sweetwater_2011_South_11
NS.1480.001.IDT_i7_132---IDT_i5_132.156,RockCreek_2010_North_156
NS.1480.001.IDT_i7_133---IDT_i5_133.121,MillCreek_2010_South_121
NS.1480.001.IDT_i7_134---IDT_i5_134.117,NFMFTule_2016_Centre_117
NS.1480.001.IDT_i7_137---IDT_i5_137.97,NFMFTule_2013_Centre_97
NS.1480.001.IDT_i7_14---IDT_i5_14.367,DeerCreek_2014_North_367
NS.1480.001.IDT_i7_140---IDT_i5_140.130,MillCreek_2011_South_130
NS.1480.001.IDT_i7_141---IDT_i5_141.140,MillCreek_2015_South_140
NS.1480.001.IDT_i7_143---IDT_i5_143.62,WFMojave_2015_South_62
NS.1480.001.IDT_i7_144---IDT_i5_144.157,RockCreek_2012_North_157
NS.1480.001.IDT_i7_145---IDT_i5_145.132,MillCreek_2011_South_132
NS.1480.001.IDT_i7_146---IDT_i5_146.120,MillCreek_2010_South_120
NS.1480.001.IDT_i7_148---IDT_i5_148.87,NFMFTule_2010_Centre_87
NS.1480.001.IDT_i7_149---IDT_i5_149.98,NFMFTule_2014_Centre_98
NS.1480.001.IDT_i7_15---IDT_i5_15.737,Redwoods_2010_Centre_737
NS.1480.001.IDT_i7_150---IDT_i5_150.107,NFMFTule_2015_Centre_107
NS.1480.001.IDT_i7_151---IDT_i5_151.119,MillCreek_2010_South_119
NS.1480.001.IDT_i7_152---IDT_i5_152.131,MillCreek_2011_South_131
NS.1480.001.IDT_i7_153---IDT_i5_153.141,MillCreek_2015_South_141
NS.1480.001.IDT_i7_154---IDT_i5_154.150,RockCreek_2010_North_150
NS.1480.001.IDT_i7_155---IDT_i5_155.91,NFMFTule_2012_Centre_91
NS.1480.001.IDT_i7_156---IDT_i5_156.158,RockCreek_2012_North_158
NS.1480.001.IDT_i7_157---IDT_i5_157.114,NFMFTule_2015_Centre_114
NS.1480.001.IDT_i7_158---IDT_i5_158.125,MillCreek_2010_South_125
NS.1480.001.IDT_i7_160---IDT_i5_160.90,NFMFTule_2012_Centre_90
NS.1480.001.IDT_i7_161---IDT_i5_161.100,NFMFTule_2014_Centre_100
NS.1480.001.IDT_i7_162---IDT_i5_162.108,NFMFTule_2015_Centre_108
NS.1480.001.IDT_i7_163---IDT_i5_163.122,MillCreek_2010_South_122
NS.1480.001.IDT_i7_164---IDT_i5_164.134,MillCreek_2013_South_134
NS.1480.001.IDT_i7_165---IDT_i5_165.142,MillCreek_2015_South_142
NS.1480.001.IDT_i7_166---IDT_i5_166.151,RockCreek_2010_North_151
NS.1480.001.IDT_i7_167---IDT_i5_167.88,NFMFTule_2011_Centre_88
NS.1480.001.IDT_i7_17---IDT_i5_17.201,ONeilCreek_2014_North_201
NS.1480.001.IDT_i7_170---IDT_i5_170.127,MillCreek_2011_South_127
NS.1480.001.IDT_i7_172---IDT_i5_172.92,NFMFTule_2012_Centre_92
NS.1480.001.IDT_i7_173---IDT_i5_173.101,NFMFTule_2014_Centre_101
NS.1480.001.IDT_i7_174---IDT_i5_174.109,NFMFTule_2015_Centre_109
NS.1480.001.IDT_i7_175---IDT_i5_175.123,MillCreek_2010_South_123
NS.1480.001.IDT_i7_176---IDT_i5_176.135,MillCreek_2013_South_135
NS.1480.001.IDT_i7_177---IDT_i5_177.143,MillCreek_2015_South_143
NS.1480.001.IDT_i7_178---IDT_i5_178.152,RockCreek_2010_North_152
NS.1480.001.IDT_i7_179---IDT_i5_179.89,NFMFTule_2011_Centre_89
